domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
hud.usajobs.gov,9435,28306,9435,3.000105988,71.08616852,9435
inside.fsis.usda.gov,9435,18084,3931,1.916693164,500.8529942,7863
login.test.usajobs.gov,9435,9435,9435,1,0,9435
louisville.va.gov,9435,25161,10222,2.666772655,96.83709592,11008
nbib.opm.gov,9435,51108,7863,5.416852146,257.4268151,6290
ncsesdata.nsf.gov,9435,69193,4718,7.333651298,290.0113408,10222
ntwc.arh.noaa.gov,9435,11008,8649,1.166719661,32.75124536,8649
nwfsc.noaa.gov,9435,11008,7863,1.166719661,97.33714891,9435
ozonewatch.gsfc.nasa.gov,9435,18871,7077,2.000105988,101.9206147,9435
rehab.research.va.gov,9435,15726,8649,1.666772655,112.9211447,10222
search.invasivespeciesinfo.gov,9435,14153,6290,1.500052994,78.41971383,9435
search.usmarshals.gov,9435,25161,9435,2.666772655,114.5045045,9435
search.vets.gov,9435,13367,7077,1.416746158,51.75198728,6290
sk.usembassy.gov,9435,23588,5504,2.500052994,199.9245363,9435
soundwaves.usgs.gov,9435,12580,7863,1.333333333,27.00105988,9435
staging.gsa.gov,9435,83346,786,8.833704293,1648.648013,11008
test.usajobs.gov,9435,9435,9435,1,0,9435
tmog.uspto.gov,9435,11794,8649,1.250026497,5.250238474,10222
arset.gsfc.nasa.gov,8649,12580,6290,1.454503411,150.0924962,8649
be.usembassy.gov,8649,46391,7863,5.363741473,378.3675569,9435
caribbean.va.gov,8649,16512,9435,1.909122442,309.1849925,9435
chicago.va.gov,8649,18084,8649,2.090877558,58.0005781,9435
chillicothe.va.gov,8649,9435,4718,1.090877558,18.72748295,8649
cincinnati.va.gov,8649,22802,7077,2.636374147,392.9131692,8649
cmsi.usajobs.gov,8649,17298,1573,2,83.90993178,8649
collegecost.ed.gov,8649,11794,7863,1.363625853,5,10222
cpsc.gov,8649,9435,8649,1.090877558,12.72736733,8649
datascience.nih.gov,8649,16512,3145,1.909122442,46.27321078,8649
dm.usda.gov,8649,55826,4718,6.454619031,263.7300266,8649
eagnmnmepd4f.usps.gov,8649,8649,8649,1,0,8649
eagnmnmepd5f.usps.gov,8649,8649,8649,1,0,8649
econsumer.gov,8649,23588,8649,2.727251705,312.0941149,8649
eisenhower.archives.gov,8649,11008,8649,1.272748295,39.00034686,7863
etas.uspto.gov,8649,435600,6290,50.36420395,924.6459706,18084
fedstats.sites.usa.gov,8649,12580,8649,1.454503411,122.8194011,8649
gcmd.nasa.gov,8649,11794,8649,1.363625853,50.00046248,7863
icollege.ndu.edu,8649,15726,4718,1.818244884,84.54630593,8649
internal.usgs.gov,8649,17298,6290,2,162.728986,7863
lebanon.va.gov,8649,22016,8649,2.545496589,45.09134004,8649
manchester.va.gov,8649,17298,6290,2,56.45508151,9435
nc.water.usgs.gov,8649,14153,7077,1.636374147,54.09145566,8649
ni.usembassy.gov,8649,34596,7863,4,335.1853393,9435
nyharbor.va.gov,8649,22016,7863,2.545496589,344.2763325,8649
open.nasa.gov,8649,11794,7863,1.363625853,172.6381085,9435
presidentialtransition.usa.gov,8649,17298,7077,2,87.18268008,8649
prhome.defense.gov,8649,78628,9435,9.090993178,82.54630593,12580
project-open-data.cio.gov,8649,9435,8649,1.090877558,5.181870737,8649
responselink.orr.noaa.gov,8649,48749,786,5.636374147,398.0950399,10222
robodeidentidad.gov,8649,11008,7077,1.272748295,75.63718349,8649
rosetta.jpl.nasa.gov,8649,14939,6290,1.727251705,46.18233322,11008
salem.va.gov,8649,11794,4718,1.363625853,27.45485027,8649
sealevel.jpl.nasa.gov,8649,14939,8649,1.727251705,110.4556596,8649
search.scdhec.gov,8649,14153,7077,1.636374147,20.54561221,8649
sec.usajobs.gov,8649,20443,4718,2.363625853,60.18244884,8649
section508.va.gov,8649,35383,10222,4.090993178,178.6382241,10222
star.nesdis.noaa.gov,8649,27520,3931,3.181870737,107.4556596,8649
technology.nasa.gov,8649,118728,8649,13.72736733,412.9134004,9435
teen.smokefree.gov,8649,15726,8649,1.818244884,74.81893861,9435
womenshealth.va.gov,8649,14153,10222,1.636374147,9.363741473,11008
zh-store.usps.com,8649,50322,4718,5.818244884,233.002428,9435
2009-2017.state.gov,7863,22016,5504,2.799949129,279.7932087,7077
birmingham.va.gov,7863,15726,7077,2,55.09869007,8649
canandaigua.va.gov,7863,25947,5504,3.29988554,245.7939718,6290
charleston.va.gov,7863,16512,10222,2.099961847,70.29823223,9435
cmls.gsa.gov,7863,14939,6290,1.899910975,21.19954216,6290
constitutionday.cpms.osd.mil,7863,19657,6290,2.499936411,210.3948874,7863
data.nasa.gov,7863,74697,6290,9.499809233,791.8807071,6290
diversity.va.gov,7863,14939,9435,1.899910975,155.796261,8649
eagnmncom1179.usps.com,7863,11794,3931,1.499936411,5.599898258,7077
eyes.jpl.nasa.gov,7863,10222,9435,1.300012718,90.29785069,7077
frtr.gov,7863,8649,3931,1.099961847,56.19865191,7863
gdex.cr.usgs.gov,7863,19657,4718,2.499936411,308.9924965,7077
gmao.gsfc.nasa.gov,7863,64475,4718,8.199796515,1330.567595,7077
habitat.noaa.gov,7863,11008,6290,1.399974564,98.49764721,8649
iowacity.va.gov,7863,10222,7077,1.300012718,9.499809233,8649
j1visawaiverrecommendation.state.gov,7863,53467,8649,6.799821951,116.8971131,6290
marion.va.gov,7863,11794,7863,1.499936411,20.59951672,7863
moon.nasa.gov,7863,13367,10222,1.699987282,10.99974564,9435
ncei.noaa.gov,7863,12580,7077,1.599898258,158.8960956,5504
nhd.usgs.gov,7863,26734,8649,3.399974564,27.69935139,10222
nist.usajobs.gov,7863,28306,3931,3.599898258,40.69896986,6290
oig.dol.gov,7863,24375,10222,3.099961847,163.1959812,10222
patientcare.va.gov,7863,10222,7077,1.300012718,98.99758362,5504
publicaccess.nih.gov,7863,33810,9435,4.29988554,100.6975709,8649
ruc.noaa.gov,7863,53467,3931,6.799821951,537.0868625,8649
scienceandtechnology.jpl.nasa.gov,7863,16512,8649,2.099961847,254.0938573,8649
search.treasury.gov,7863,154897,57399,19.69947857,14.69960575,54253
search.ttb.gov,7863,13367,5504,1.699987282,69.79829582,4718
specialcollections.nal.usda.gov,7863,10222,3931,1.300012718,13.69960575,7863
ssaiheadquarters.usajobs.gov,7863,19657,4718,2.499936411,88.39781254,7863
sti.nasa.gov,7863,13367,7863,1.699987282,69.4982831,8649
support.nlm.nih.gov,7863,12580,8649,1.599898258,118.4971385,7863
tess.gsfc.nasa.gov,7863,10222,7077,1.300012718,9.899783798,7863
tn.usembassy.gov,7863,34596,7863,4.399847386,236.3942516,7863
uscirf.gov,7863,13367,7863,1.699987282,141.8966043,7863
veterantraining.va.gov,7863,14153,7863,1.799949129,169.6959176,4718
volpe.dot.gov,7863,13367,7077,1.699987282,10.59977108,8649
wilmington.va.gov,7863,15726,6290,2,94.69769808,7863
acetool.commerce.gov,7077,8649,7077,1.22212802,25.66497103,7077
alaska.va.gov,7077,27520,2359,3.888653384,48.44114738,11008
bf.usembassy.gov,7077,14939,7077,2.110922707,125.4360605,7077
blog.aids.gov,7077,11008,5504,1.555461354,181.5434506,5504
bm.usconsulate.gov,7077,31451,4718,4.444114738,993.2670623,7077
build.export.gov,7077,25161,6290,3.555320051,56.7740568,7077
careers.occ.gov,7077,15726,7077,2.22212802,51.88540342,7077
coastal.er.usgs.gov,7077,21230,7077,2.999858697,29.10922707,7863
coatesville.va.gov,7077,12580,5504,1.777589374,79.77250247,7077
detroit.va.gov,7077,22016,6290,3.110922707,54.21859545,7077
developer.uspto.gov,7077,26734,2359,3.777589374,172.8773492,7077
dot.usajobs.gov,7077,45604,6290,6.443973435,485.7453723,6290
ephtracking.cdc.gov,7077,8649,7077,1.22212802,28.99802176,7077
ethiopia.usembassy.gov,7077,11794,3145,1.666525364,21.66525364,7863
fss.va.gov,7077,11008,5504,1.555461354,7.999434789,7863
history.msfc.nasa.gov,7077,24375,7863,3.444256041,187.0986294,7077
iad.gov,7077,12580,3145,1.777589374,137.8797513,7077
intra.usbr.gov,7077,7863,2359,1.11106401,70.55079836,7077
it.ojp.gov,7077,18084,7077,2.555320051,52.99646743,7077
jscfeatures.jsc.nasa.gov,7077,7077,3145,1,0,7077
lfextractb.cr.usgs.gov,7077,51108,786,7.221704112,572.6285149,10222
listserv.opm.gov,7077,21230,4718,2.999858697,81.55009185,7077
md.usembassy.gov,7077,22802,5504,3.221986718,113.8813056,7077
metallurgy.nist.gov,7077,9435,5504,1.333192031,10.33262682,7077
ncnr.nist.gov,7077,22802,5504,3.221986718,536.8530451,6290
ntl.bts.gov,7077,18084,7077,2.555320051,381.4189628,7077
onlineforms.edgarfiling.sec.gov,7077,103003,7077,14.55461354,788.5028967,13367
pint.ebenefits.va.gov,7077,9435,6290,1.333192031,215.6522538,3145
playbook.cio.gov,7077,10222,6290,1.444397344,228.3180726,7077
pro-net.sba.gov,7077,14153,7077,1.999858697,278.75922,7077
savingsbondwizard.gov,7077,44032,7077,6.221845415,138.657482,7077
search.hhs.gov,7077,327879,93567,46.33022467,53.44086477,40887
search.taxmap.ntis.gov,7077,11794,3931,1.666525364,61.10696623,7077
search.trade.gov,7077,31451,5504,4.444114738,376.8637841,6290
sis.nlm.nih.gov,7077,12580,6290,1.777589374,121.4363431,5504
spc.ncep.noaa.gov,7077,41673,1573,5.888512081,605.0707927,7077
store.usgs.gov,7077,13367,5504,1.888794687,212.5413311,7077
stormready.noaa.gov,7077,20443,6290,2.888653384,106.6596015,7077
topeka.va.gov,7077,24375,3931,3.444256041,119.1031511,7077
tucson.va.gov,7077,16512,7077,2.333192031,170.6552211,7077
ussm.gov,7077,18084,1573,2.555320051,426.7493288,6290
vaac.arh.noaa.gov,7077,7863,3145,1.11106401,7.666101455,7077
veterans.gov,7077,10222,7077,1.444397344,46.77462201,7077
wcms.epa.gov,7077,37741,2359,5.332909425,405.8618058,5504
wright.nasa.gov,7077,8649,7077,1.22212802,10.33262682,7077
acquisitionacademy.va.gov,6290,7863,5504,1.250079491,41.87662957,5504
analytics.usa.gov,6290,11794,6290,1.875039746,118.0046105,6290
api.nasa.gov,6290,39314,5504,6.250238474,182.2570747,7077
bep.treas.gov,6290,23588,5504,3.750079491,49.12686804,6290
beta.ngs.noaa.gov,6290,6290,5504,1,0,6290
blmca.sites.usa.gov,6290,6290,6290,1,0,6290
blogs.census.gov,6290,11794,7077,1.875039746,22.37583466,7077
carbon.nasa.gov,6290,17298,786,2.750079491,175.0068362,5504
cms.fta.dot.gov,6290,18871,5504,3.000158983,383.7650238,6290
columbus.va.gov,6290,11794,3145,1.875039746,24.2508744,7863
ctcms.nist.gov,6290,12580,3931,2,12.1254372,6290
eagnmncom06a7.usps.com,6290,6290,6290,1,0,6290
eagnmncom117e.usps.com,6290,9435,3145,1.5,6.625278219,5504
eagnmnmepd4d.usps.gov,6290,6290,6290,1,0,6290
eagnmnmepd50.usps.gov,6290,6290,6290,1,0,6290
eddmr-cat.usps.com,6290,33810,2359,5.375198728,425.8917329,6290
erie.va.gov,6290,29092,3931,4.625119237,123.5047695,7863
espanol.stopbullying.gov,6290,9435,6290,1.5,24.75103339,6290
fleta.gov,6290,21230,5504,3.375198728,307.0120827,6290
fmvrs.fas.gsa.gov,6290,66048,1573,10.50047695,536.0209857,6290
glam1n1.gsfc.nasa.gov,6290,18871,2359,3.000158983,171.6317965,6290
groundwaterwatch.usgs.gov,6290,25947,7077,4.125119237,19.50079491,7863
gsaglobalsupply.gsa.gov,6290,187921,9435,29.87615262,627.7745628,8649
humansubjects.nih.gov,6290,11008,5504,1.750079491,189.2573927,6290
images.nasa.gov,6290,45604,27520,7.250238474,49.75198728,20443
ioos.noaa.gov,6290,15726,3145,2.500158983,223.8837838,6290
kidsenvirohealth.nlm.nih.gov,6290,7077,4718,1.125119237,10.37535771,6290
lib.noaa.gov,6290,9435,6290,1.5,120.75469,6290
llis.nasa.gov,6290,11008,6290,1.750079491,31.00127186,7077
marketplace.fedramp.gov,6290,10222,4718,1.625119237,219.7586645,6290
medlinet.amedd.army.mil,6290,6290,5504,1,6.375198728,6290
mshasearch.msha.gov,6290,16512,6290,2.625119237,449.2675676,3145
mt.usembassy.gov,6290,14939,3145,2.375039746,554.2717011,6290
nasapeople.nasa.gov,6290,29879,7863,4.750238474,299.3868045,6290
ncc.usajobs.gov,6290,9435,2359,1.5,20.12575517,6290
oaspub.epa.gov,6290,77842,11008,12.37551669,88.75341812,18871
ocrdata.ed.gov,6290,20443,7077,3.250079491,41.50158983,8649
outreach.usda.gov,6290,37741,8649,6.000158983,544.3963434,7077
petitions.obamawhitehouse.archives.gov,6290,14153,6290,2.250079491,121.0047695,6290
ppirs.gov,6290,8649,4718,1.375039746,98.25389507,6290
preview.ed.gov,6290,33024,1573,5.250238474,614.2740859,7077
psob.gov,6290,28306,5504,4.500158983,524.8955485,6290
pubs.giss.nasa.gov,6290,8649,6290,1.375039746,384.5151033,5504
registration.jpl.nasa.gov,6290,11794,4718,1.875039746,789.4060413,3931
rucsoundings.noaa.gov,6290,7077,3931,1.125119237,20.25071542,6290
ruralhealth.va.gov,6290,11008,3931,1.750079491,212.2583466,4718
rw.usembassy.gov,6290,15726,3145,2.500158983,304.5119237,6290
sapr.mil,6290,11008,5504,1.750079491,255.3850556,6290
seafoodinspection.nmfs.noaa.gov,6290,77056,3931,12.25055644,538.6461049,6290
search.noaa.gov,6290,9435,4718,1.5,24.12591415,5504
search.usmint.gov,6290,11008,5504,1.750079491,235.6341812,5504
smart.gov,6290,12580,5504,2,205.1330684,6290
spinoff.nasa.gov,6290,9435,6290,1.5,149.2558029,5504
spo.nwr.noaa.gov,6290,6290,786,1,6.750238474,5504
t2health.dcoe.mil,6290,14939,6290,2.375039746,145.6306836,6290
td.usembassy.gov,6290,30665,3931,4.875198728,377.6397456,6290
texasvalley.va.gov,6290,13367,7077,2.125119237,157.1311606,7863
topomaps.usgs.gov,6290,6290,3931,1,3.625119237,6290
toxics.usgs.gov,6290,7863,7077,1.250079491,0,7077
usace.usajobs.gov,6290,27520,3931,4.375198728,340.263275,6290
ut.water.usgs.gov,6290,14939,3145,2.375039746,631.0248013,6290
wwwdev.cdc.gov,6290,9435,4718,1.5,11.37551669,7077
aoc.usajobs.gov,5504,7863,4718,1.428597384,79.71384448,5504
boise.va.gov,5504,10222,5504,1.857194767,40.57122093,5504
cbrfc.noaa.gov,5504,11794,3145,2.142805233,108.7136628,5504
censtats.census.gov,5504,35383,9435,6.428597384,492.8541061,6290
certify.sba.gov,5504,36955,6290,6.714207849,592.9963663,4718
dea.usajobs.gov,5504,39314,6290,7.142805233,141.1418968,4718
dj.usembassy.gov,5504,29092,5504,5.285610465,165.7132994,4718
dodhrinfo.cpms.osd.mil,5504,10222,3931,1.857194767,568.7107558,5504
dotgov.gov,5504,12580,4718,2.285610465,57.99963663,5504
dublin.va.gov,5504,14939,7863,2.714207849,52.99963663,7077
eagnmncom120d.usps.com,5504,5504,5504,1,0,5504
eagnmncom1a0e.usps.com,5504,5504,5504,1,0,5504
eagnmncom1bf9.usps.com,5504,5504,5504,1,0,5504
eagnmnmepd4a.usps.gov,5504,5504,5504,1,0,5504
eagnmnmepd60.usps.gov,5504,5504,5504,1,0,5504
eddmr-dev.usps.com,5504,19657,5504,3.571402616,50.28542878,5504
eddmr-sit.usps.com,5504,9435,5504,1.714207849,16.85701308,5504
ehealth.va.gov,5504,7863,5504,1.428597384,147.427689,5504
energy.sandia.gov,5504,5504,3145,1,0,5504
ethics.va.gov,5504,12580,3931,2.285610465,635.5675872,4718
fordlibrarymuseum.gov,5504,5504,3931,1,0,5504
forfeiture.gov,5504,20443,3931,3.714207849,323.9980015,5504
forms.irs.gov,5504,64475,8649,11.71420785,129.9992733,7863
fsaid.ed.gov,5504,5504,5504,1,0,5504
gcmd.gsfc.nasa.gov,5504,47963,6290,8.714207849,127.5706759,6290
grace.jpl.nasa.gov,5504,22802,4718,4.142805233,224.2843387,5504
help.waterdata.usgs.gov,5504,33810,14939,6.142805233,233.7127544,10222
itdashboard.gov,5504,70765,4718,12.85701308,247.284157,5504
lexington.va.gov,5504,6290,3931,1.142805233,81.14244186,5504
lpdaac.usgs.gov,5504,14939,2359,2.714207849,211.9987282,5504
lv.usembassy.gov,5504,10222,5504,1.857194767,42.8568314,5504
maine.va.gov,5504,14153,5504,2.571402616,117.9992733,6290
marstrek.jpl.nasa.gov,5504,8649,4718,1.571402616,318.5694041,5504
montana.va.gov,5504,14939,3931,2.714207849,65.85664971,5504
navfac.usajobs.gov,5504,17298,4718,3.142805233,158.7132994,5504
nwc.ndu.edu,5504,19657,4718,3.571402616,384.7118459,5504
nwrc.usgs.gov,5504,5504,1573,1,7.285610465,5504
oceandata.sci.gsfc.nasa.gov,5504,58971,2359,10.71420785,454.2828852,5504
people.mil,5504,11794,5504,2.142805233,31.28561047,5504
ripcurrents.noaa.gov,5504,7077,5504,1.285792151,2.571402616,5504
search.us-cert.gov,5504,9435,5504,1.714207849,62.42823401,4718
search.www.uscg.mil,5504,5504,5504,1,33.85701308,4718
shreveport.va.gov,5504,8649,5504,1.571402616,216.2843387,5504
sites.wff.nasa.gov,5504,19657,4718,3.571402616,419.568859,4718
skyview.gsfc.nasa.gov,5504,13367,5504,2.428597384,153.9990916,5504
slgs.gov,5504,7077,4718,1.285792151,25.99981831,5504
ssainewyork.usajobs.gov,5504,23588,3931,4.285610465,210.712936,8649
ssd-api.jpl.nasa.gov,5504,7077,4718,1.285792151,27.71402616,5504
va.usembassy.gov,5504,12580,4718,2.285610465,308.1409884,5504
whiteriver.va.gov,5504,14939,5504,2.714207849,108.1422602,5504
wilkes-barre.va.gov,5504,15726,5504,2.857194767,283.8553779,4718
yaounde.usembassy.gov,5504,6290,2359,1.142805233,15.99981831,5504
alexandria.va.gov,4718,13367,4718,2.833192031,147.3234421,4718
annarbor.va.gov,4718,7863,4718,1.666596015,196.9868588,4718
apps.export.gov,4718,11794,4718,2.499788046,4.666384061,5504
aquarium.nefsc.noaa.gov,4718,11794,3931,2.499788046,40.83064858,4718
asheville.va.gov,4718,7863,4718,1.666596015,52.82980076,3931
azerbaijan.usembassy.gov,4718,12580,786,2.666384061,148.8234421,5504
bath.va.gov,4718,6290,3931,1.333192031,81.16129716,3931
bedford.va.gov,4718,10222,4718,2.166596015,124.1583298,6290
blogs.bls.gov,4718,7077,6290,1.5,106.1596015,2359
bulkdata.uspto.gov,4718,4718,3931,1,37.99745655,3145
cleancities.energy.gov,4718,4718,3931,1,0,4718
collectionsqa.nlm.nih.gov,4718,261045,786,55.32958881,474.1350148,6290
columbiamo.va.gov,4718,7077,4718,1.5,20.66532429,4718
coralreef.noaa.gov,4718,13367,4718,2.833192031,233.8177194,4718
dcoe.mil,4718,20443,3931,4.332980076,59.82937685,5504
diversity.defense.gov,4718,22016,2359,4.666384061,345.143705,3931
donate.peacecorps.gov,4718,4718,3145,1,0,4718
eagnmncom117a.usps.com,4718,7077,2359,1.5,12.6657482,3931
eagnmncom117c.usps.com,4718,6290,3145,1.333192031,1.833192031,3931
eagnmncom117d.usps.com,4718,7077,2359,1.5,7.666172107,4718
eagnmncom1a16.usps.com,4718,4718,4718,1,0,4718
eagnmncom1a17.usps.com,4718,4718,4718,1,0,4718
eagnmncom1a18.usps.com,4718,4718,4718,1,0,4718
eagnmnmepd49.usps.gov,4718,4718,4718,1,0,4718
eagnmnmepd61.usps.gov,4718,4718,4718,1,0,4718
eagnmnmepd62.usps.gov,4718,4718,4718,1,0,4718
ec.msfc.nasa.gov,4718,6290,786,1.333192031,357.8094532,4718
ed.ecpic.gov,4718,29879,1573,6.332980076,1174.921577,4718
es-redelivery.usps.com,4718,7077,3145,1.5,34.16447647,4718
fedview.opm.gov,4718,9435,3931,1.999788046,59.32937685,3931
filermanagement.edgarfiling.sec.gov,4718,36169,5504,7.666172107,314.4790165,3145
gapanalysis.usgs.gov,4718,4718,3145,1,0,4718
globalreach.blogs.census.gov,4718,7077,6290,1.5,284.6477321,6290
hawaii.va.gov,4718,8649,3931,1.833192031,32.66447647,3931
healthquality.va.gov,4718,8649,4718,1.833192031,58.82937685,3931
huntington.va.gov,4718,11008,5504,2.333192031,10.16596015,5504
jfsc.ndu.edu,4718,7863,3931,1.666596015,11.33255617,5504
joltsdata.bls.gov,4718,22016,3931,4.666384061,85.82768122,4718
littlerock.va.gov,4718,9435,3931,1.999788046,94.99364137,4718
mirecc.va.gov,4718,6290,3931,1.333192031,3.499788046,4718
ml.usembassy.gov,4718,15726,4718,3.333192031,140.990674,5504
my.uspto.gov,4718,6290,3931,1.333192031,18.49872827,3145
navsea.usajobs.gov,4718,4718,3145,1,10.33255617,4718
ngtoc.usgs.gov,4718,12580,1573,2.666384061,25.83170835,5504
noaasis.noaa.gov,4718,4718,3931,1,163.1557864,3145
northport.va.gov,4718,7077,3145,1.5,33.9976685,4718
nro.gov,4718,12580,3931,2.666384061,101.6598135,4718
nwbc.gov,4718,14939,3931,3.166384061,187.9874947,4718
ocio.usda.gov,4718,10222,4718,2.166596015,52.16320475,5504
oprm.va.gov,4718,15726,7077,3.333192031,56.66278084,6290
osbp.nasa.gov,4718,9435,2359,1.999788046,46.66362866,4718
osmre.gov,4718,11794,3931,2.499788046,89.49406528,4718
pcos.gsfc.nasa.gov,4718,9435,1573,1.999788046,6.166172107,4718
policy.defense.gov,4718,12580,7077,2.666384061,95.99364137,5504
prescott.va.gov,4718,8649,5504,1.833192031,57.49618482,4718
preview-forecast.weather.gov,4718,4718,2359,1,0,4718
preview.portal.irs.gov,4718,6290,786,1.333192031,280.647944,3931
roseburg.va.gov,4718,7077,4718,1.5,243.4836795,3931
savingsbond.gov,4718,4718,4718,1,0,4718
search.foia.gov,4718,6290,3931,1.333192031,138.157482,2359
search.hrsa.gov,4718,11794,3145,2.499788046,73.82831708,3931
sep.va.gov,4718,31451,3931,6.666172107,1632.22446,3145
spokane.va.gov,4718,5504,4718,1.166596015,15.66553624,4718
ssaidallas.usajobs.gov,4718,11008,4718,2.333192031,60.16256889,4718
stereo-ssc.nascom.nasa.gov,4718,34596,3145,7.332768122,291.9805002,3931
taaps.gov,4718,4718,4718,1,0,4718
tahoe.usgs.gov,4718,15726,3145,3.333192031,125.8249258,3931
tn.water.usgs.gov,4718,7863,1573,1.666596015,55.32958881,4718
usmcservmart.gsa.gov,4718,114011,3931,24.16511234,928.6047054,7863
vcss.ocfo.gsa.gov,4718,13367,1573,2.833192031,622.958457,4718
visn4.va.gov,4718,8649,7863,1.833192031,136.32429,4718
warrelatedillness.va.gov,4718,9435,3931,1.999788046,49.83001272,3931
www-air.larc.nasa.gov,4718,4718,4718,1,79.99470114,4718
www2.cdc.gov,4718,11794,5504,2.499788046,90.49406528,3931
addiction.surgeongeneral.gov,3931,6290,3931,1.600101755,101.6105317,4718
afterdeployment.dcoe.mil,3931,5504,3145,1.400152633,58.80615619,3145
akama.arc.nasa.gov,3931,3931,2359,1,9.200966675,3145
albuquerque.va.gov,3931,7863,4718,2.000254388,20.20198423,3931
arctic.gov,3931,11008,2359,2.800305266,60.00610532,3931
atlanta.jobcorps.gov,3931,6290,3931,1.600101755,55.6056983,3145
careers.noaa.gov,3931,7863,3145,2.000254388,10.80106843,4718
cco.ndu.edu,3931,5504,3931,1.400152633,25.202493,3931
cdxnodengn.epa.gov,3931,17298,3931,4.400407021,44.80462987,4718
centralalabama.va.gov,3931,6290,3145,1.600101755,4.000508776,3931
cfo.gov,3931,7863,3931,2.000254388,35.40371407,3931
childstats.gov,3931,4718,3931,1.200203511,2.200203511,3931
collectionsdev.nlm.nih.gov,3931,69193,786,17.60188247,825.4848639,3931
cotonou.usembassy.gov,3931,8649,1573,2.200203511,172.2177563,3931
datamapper.geo.census.gov,3931,7077,7077,1.800305266,53.80564742,3931
detrick.army.mil,3931,9435,2359,2.400152633,104.8107352,3931
doj.usajobs.gov,3931,11794,3931,3.000254388,31.40320529,3931
dubai.usconsulate.gov,3931,9435,3931,2.400152633,128.8132791,3931
eagnmncom1bfa.usps.com,3931,3931,3931,1,0,3931
eagnmncom1c2d.usps.com,3931,7863,3931,2.000254388,22.00228949,3931
eagnmnmepd4e.usps.gov,3931,3931,3931,1,0,3931
earlecclements.jobcorps.gov,3931,11008,3931,2.800305266,109.6112948,3931
effectiveinterventions.cdc.gov,3931,14153,3931,3.600356143,77.40803867,3931
es-reg.usps.com,3931,4718,3145,1.200203511,4.600356143,3931
faai.usajobs.gov,3931,12580,3145,3.200203511,296.4304248,3931
fea.gov,3931,12580,3931,3.200203511,291.2299669,3931
fedinvest.gov,3931,5504,786,1.400152633,426.6438565,3931
fpc.gov,3931,14939,2359,3.800305266,61.0063597,3931
fpc.state.gov,3931,3931,3145,1,82.80844569,3145
fsc.va.gov,3931,8649,3145,2.200203511,27.60290003,3931
gams.nist.gov,3931,5504,3145,1.400152633,94.80971763,3931
goes.gsfc.nasa.gov,3931,6290,3931,1.600101755,0.400152633,3931
gpsn.uspto.gov,3931,11794,4718,3.000254388,199.4205037,4718
help.usajobs.gov,3931,4718,3931,1.200203511,345.03536,1573
herc.research.va.gov,3931,15726,3145,4.000508776,125.0129738,3931
hero.epa.gov,3931,6290,5504,1.600101755,8.000763165,4718
home.vef.gov,3931,14939,2359,3.800305266,65.40676673,3931
honeybeenet.gsfc.nasa.gov,3931,10222,3145,2.600356143,106.2108878,3931
hra.myhealth.va.gov,3931,134454,3931,34.20351056,576.8593233,786
jnlwp.defense.gov,3931,11794,3931,3.000254388,168.6174002,3931
jointmission.gsfc.nasa.gov,3931,6290,3931,1.600101755,58.80615619,3931
lance2.modaps.eosdis.nasa.gov,3931,14939,1573,3.800305266,57.20580005,3931
larc-exchange.larc.nasa.gov,3931,4718,1573,1.200203511,277.2284406,3931
losangeles.jobcorps.gov,3931,5504,3931,1.400152633,0,3931
manufacturing.gov,3931,12580,3931,3.200203511,78.20808954,3931
mchb.tvisdata.hrsa.gov,3931,9435,3145,2.400152633,128.2131773,3931
military.consumer.gov,3931,11008,3931,2.800305266,143.8148054,3931
modis-land.gsfc.nasa.gov,3931,20443,2359,5.200457899,256.2264055,4718
muskogee.va.gov,3931,4718,3145,1.200203511,1,4718
nativeonestop.gov,3931,18871,3145,4.800559654,96.20987026,3931
nm.water.usgs.gov,3931,11794,4718,3.000254388,37.00381582,4718
northernindiana.va.gov,3931,7077,2359,1.800305266,80.8081913,3931
nowcoast.noaa.gov,3931,4718,1573,1.200203511,11.40117019,3931
opm.usajobs.gov,3931,23588,4718,6.000508776,92.409565,5504
pages.nist.gov,3931,7863,3931,2.000254388,50.4052404,3931
parkinsons.va.gov,3931,13367,3145,3.400407021,520.4535742,3145
patientsafety.va.gov,3931,4718,3145,1.200203511,56.20580005,3931
pmel.noaa.gov,3931,3931,3931,1,0,3931
poisonhelp.hrsa.gov,3931,3931,3931,1,4.800559654,3931
presidentialinnovationfellows.gov,3931,5504,3145,1.400152633,41.80437548,3931
psychologytraining.va.gov,3931,11008,2359,2.800305266,37.8038667,3931
pubweb.epa.gov,3931,3931,3931,1,0,3931
pumas.jpl.nasa.gov,3931,8649,3931,2.200203511,307.4316968,3931
regions.noaa.gov,3931,4718,2359,1.200203511,127.6130756,3145
reno.va.gov,3931,4718,3931,1.200203511,72.80742814,3145
results.usaid.gov,3931,4718,3931,1.200203511,10.60111931,3931
sealevel.nasa.gov,3931,11794,4718,3.000254388,102.0104299,3145
search.vaccines.gov,3931,15726,2359,4.000508776,17.00178072,1573
serbia.usembassy.gov,3931,7077,786,1.800305266,419.6430934,3931
sftool.gov,3931,45604,2359,11.60111931,1066.30959,3931
sigtarp.gov,3931,11794,3931,3.000254388,343.8354108,3931
software.nasa.gov,3931,8649,3145,2.200203511,78.8081913,3931
